user_industry,job_industry,Industry_Score
Religion / Spirituality,Textile / Garments / Fashion,0.04
Retail,BPO / Call Center,0.17
Retail,Retail,0.09
Retail,Quality Certification,0.08
Retail,IT - Software,0.06
Retail,Banking / Financial Services,0.06
Retail,Textile / Garments / Fashion,0.05
Retail,Fresher (No Industry),0.04
Retail,FMCG / F&B,0.04
Retail,Advertising / MR / PR / Events,0.04
Retail,Manufacturing,0.04
Retail,Education / Training,0.03
Retail,Internet / E-Commerce,0.03
Retail,Hotel / Restaurant,0.02
Retail,Insurance,0.02
Retail,Recruitment Services,0.02
Retail,Medical / Healthcare,0.02
Retail,Pharma / Biotech,0.02
Retail,Consumer Durables / Electronics,0.01
Retail,Real Estate,0.01
Retail,Gems / Jewellery,0.01
Retail,Logistics / Courier / Transportation,0.01
Retail,Telecom / ISP,0.01
Retail,Automobile / Auto Ancillaries,0.01
Retail,Paper / Wood,0.01
Retail,Travel / Tourism,0.01
Retail,Export-Import / Trading,0.01
Retail,Power / Energy,0.01
Retail,Engineering / Construction,0.01
Retail,Aviation / Airline,0.01
Retail,Personal Care / Beauty,0.01
Retail,KPO / Analytics,0
Retail,Media / Dotcom / Entertainment,0
Retail,Fertilizers / Pesticides,0
Retail,IT - Hardware / Networking,0
Retail,Sculpture / Craft,0
Retail,Architecture / Interior Design,0
Retail,Environment / Waste Management,0
Retail,Management Consulting / Strategy,0
Retail,Furnishings / Sanitaryware / Electricals,0
Retail,Legal,0
Retail,NGO / Social Work,0
Retail,Security / Detective Services,0
Retail,Trav,0
Retail,Agriculture / Dairy,0
Retail,Chemical / Plastic / Rubber / Glass,0
Retail,Printing / Packaging,0
Retail,Government Department,0
Retail,Mining,0
Retail,Oil & Gas / Petroleum,0
Retail,Banking /,0
Retail,Cement / Building Material,0
Retail,M,0
Retail,Matrimony,0
Retail,Metal / Iron / Steel,0
Retail,Unskilled Labor / Domestic Help,0
Retail,A,0
Retail,Animation,0
Retail,Paint,0
Sculpture / Craft,BPO / Call Center,0.26
Sculpture / Craft,Education / Training,0.17
Sculpture / Craft,IT - Software,0.13
Sculpture / Craft,Fresher (No Industry),0.09
Sculpture / Craft,Insurance,0.09
Sculpture / Craft,Advertising / MR / PR / Events,0.04
Sculpture / Craft,Banking / Financial Services,0.04
Sculpture / Craft,Internet / E-Commerce,0.04
Sculpture / Craft,IT - Hardware / Networking,0.04
Sculpture / Craft,Manufacturing,0.04
Sculpture / Craft,Recruitment Services,0.04
Security / Detective Services,BPO / Call Center,0.16
Security / Detective Services,Security / Detective Services,0.09
Security / Detective Services,IT - Software,0.08
Security / Detective Services,Banking / Financial Services,0.08
Security / Detective Services,Manufacturing,0.07
Security / Detective Services,Recruitment Services,0.05
Security / Detective Services,Advertising / MR / PR / Events,0.04
Security / Detective Services,Education / Training,0.04
Security / Detective Services,Pharma / Biotech,0.04
Security / Detective Services,Fresher (No Industry),0.04
Security / Detective Services,Automobile / Auto Ancillaries,0.03
Security / Detective Services,Logistics / Courier / Transportation,0.03
Security / Detective Services,Engineering / Construction,0.02
Security / Detective Services,Internet / E-Commerce,0.02
Security / Detective Services,Telecom / ISP,0.02
Security / Detective Services,IT - Hardware / Networking,0.01
Security / Detective Services,Medical / Healthcare,0.01
Security / Detective Services,Sculpture / Craft,0.01
Security / Detective Services,FMCG / F&B,0.01
Security / Detective Services,Insurance,0.01
Security / Detective Services,NGO / Social Work,0.01
Security / Detective Services,Textile / Garments / Fashion,0.01
Security / Detective Services,Hotel / Restaurant,0.01
Security / Detective Services,Retail,0.01
Security / Detective Services,Travel / Tourism,0.01
Security / Detective Services,Aviation / Airline,0
Security / Detective Services,Chemical / Plastic / Rubber / Glass,0
Security / Detective Services,Consumer Durables / Electronics,0
Security / Detective Services,Furnishings / Sanitaryware / Electricals,0
Security / Detective Services,KPO / Analytics,0
Security / Detective Services,Management Consulting / Strategy,0
Security / Detective Services,Personal Care / Beauty,0
Security / Detective Services,Quality Certification,0
Security / Detective Services,Real Estate,0
Security / Detective Services,Agriculture / Dairy,0
Security / Detective Services,Architecture / Interior Design,0
Security / Detective Services,Matrimony,0
Security / Detective Services,Metal / Iron / Steel,0
Security / Detective Services,Oil & Gas / Petroleum,0
Security / Detective Services,Sports / Fitness,0
Sports / Fitness,BPO / Call Center,0.18
Sports / Fitness,IT - Software,0.07
Sports / Fitness,Education / Training,0.07
Sports / Fitness,Medical / Healthcare,0.07
Sports / Fitness,Quality Certification,0.06
Sports / Fitness,Banking / Financial Services,0.05
Sports / Fitness,Sports / Fitness,0.05
Sports / Fitness,Hotel / Restaurant,0.04
Sports / Fitness,Recruitment Services,0.04
Sports / Fitness,Media / Dotcom / Entertainment,0.04
Sports / Fitness,Advertising / MR / PR / Events,0.03
Sports / Fitness,Fresher (No Industry),0.03
Sports / Fitness,Internet / E-Commerce,0.03
Sports / Fitness,Retail,0.03
Sports / Fitness,Textile / Garments / Fashion,0.03
Sports / Fitness,FMCG / F&B,0.02
Sports / Fitness,Automobile / Auto Ancillaries,0.02
Sports / Fitness,Logistics / Courier / Transportation,0.02
Sports / Fitness,Manufacturing,0.02
Sports / Fitness,Architecture / Interior Design,0.01
Sports / Fitness,Insurance,0.01
Sports / Fitness,M,0.01
Sports / Fitness,Real Estate,0.01
Sports / Fitness,Education / Trai,0.01
Sports / Fitness,Engineering / Construction,0.01
Sports / Fitness,Fertilizers / Pesticides,0.01
Sports / Fitness,Furnishings / Sanitaryware / Electricals,0.01
Sports / Fitness,Gems / Jewellery,0.01
Sports / Fitness,Government Department,0.01
Sports / Fitness,IT - Hardware / Networking,0.01
Sports / Fitness,Legal,0.01
Sports / Fitness,Oil & Gas / Petroleum,0.01
Telecom / ISP,BPO / Call Center,0.25
Telecom / ISP,Telecom / ISP,0.14
Telecom / ISP,IT - Software,0.1
Telecom / ISP,Banking / Financial Services,0.06
Telecom / ISP,Fresher (No Industry),0.04
Telecom / ISP,Manufacturing,0.04
Telecom / ISP,FMCG / F&B,0.03
Telecom / ISP,Quality Certification,0.03
Telecom / ISP,Education / Training,0.03
Telecom / ISP,Advertising / MR / PR / Events,0.02
Telecom / ISP,Pharma / Biotech,0.02
Telecom / ISP,Recruitment Services,0.02
Telecom / ISP,Engineering / Construction,0.02
Telecom / ISP,Insurance,0.02
Telecom / ISP,IT - Hardware / Networking,0.02
Telecom / ISP,Internet / E-Commerce,0.02
Telecom / ISP,Consumer Durables / Electronics,0.01
Telecom / ISP,Medical / Healthcare,0.01
Telecom / ISP,Automobile / Auto Ancillaries,0.01
Telecom / ISP,KPO / Analytics,0.01
Telecom / ISP,Travel / Tourism,0.01
Telecom / ISP,Retail,0.01
Telecom / ISP,Textile / Garments / Fashion,0.01
Telecom / ISP,Logistics / Courier / Transportation,0.01
Telecom / ISP,Paper / Wood,0.01
Telecom / ISP,Real Estate,0.01
Telecom / ISP,Hotel / Restaurant,0
Telecom / ISP,Power / Energy,0
Telecom / ISP,Export-Import / Trading,0
Telecom / ISP,Aviation / Airline,0
Telecom / ISP,Gems / Jewellery,0
Telecom / ISP,Media / Dotcom / Entertainment,0
Telecom / ISP,Furnishings / Sanitaryware / Electricals,0
Telecom / ISP,Legal,0
Telecom / ISP,Management Consulting / Strategy,0
Telecom / ISP,Cement / Building Material,0
Telecom / ISP,Environment / Waste Management,0
Telecom / ISP,Government Department,0
Telecom / ISP,Oil & Gas / Petroleum,0
Telecom / ISP,Personal Care / Beauty,0
Telecom / ISP,Chemical / Plastic / Rubber / Glass,0
Telecom / ISP,NGO / Social Work,0
Telecom / ISP,Sculpture / Craft,0
Telecom / ISP,Industrial Design,0
Telecom / ISP,Security / Detective Services,0
Telecom / ISP,Agriculture / Dairy,0
Telecom / ISP,Printing / Packaging,0
Telecom / ISP,Architecture / Interior Design,0
Telecom / ISP,Fertilizers / Pesticides,0
Telecom / ISP,Metal / Iron / Steel,0
Telecom / ISP,Trav,0
Telecom / ISP,Animation,0
Telecom / ISP,Astrology,0
Telecom / ISP,Banking /,0
Telecom / ISP,BPO / Call Cente,0
Telecom / ISP,Matrimony,0
Telecom / ISP,Merchant Navy,0
Telecom / ISP,Sports / Fitness,0
Telecom / ISP,Unskilled Labor / Domestic Help,0
Textile / Garments / Fashion,Textile / Garments / Fashion,0.37
Textile / Garments / Fashion,Manufacturing,0.1
Textile / Garments / Fashion,BPO / Call Center,0.08
Textile / Garments / Fashion,Internet / E-Commerce,0.06
Textile / Garments / Fashion,IT - Software,0.05
Textile / Garments / Fashion,Export-Import / Trading,0.04
Textile / Garments / Fashion,Fresher (No Industry),0.03
Textile / Garments / Fashion,Banking / Financial Services,0.02
Textile / Garments / Fashion,FMCG / F&B,0.02
Textile / Garments / Fashion,Retail,0.02
Textile / Garments / Fashion,Pharma / Biotech,0.02
Textile / Garments / Fashion,Recruitment Services,0.02
Textile / Garments / Fashion,Engineering / Construction,0.02
Textile / Garments / Fashion,Advertising / MR / PR / Events,0.01
Textile / Garments / Fashion,Automobile / Auto Ancillaries,0.01
Textile / Garments / Fashion,Quality Certification,0.01
Textile / Garments / Fashion,Education / Training,0.01
Textile / Garments / Fashion,Metal / Iron / Steel,0.01
Textile / Garments / Fashion,Real Estate,0.01
Textile / Garments / Fashion,Medical / Healthcare,0.01
Textile / Garments / Fashion,Paper / Wood,0.01
Textile / Garments / Fashion,Logistics / Courier / Transportation,0.01
Textile / Garments / Fashion,Hotel / Restaurant,0.01
Textile / Garments / Fashion,Printing / Packaging,0.01
Textile / Garments / Fashion,Fertilizers / Pesticides,0
Textile / Garments / Fashion,Insurance,0
Textile / Garments / Fashion,Legal,0
Textile / Garments / Fashion,Management Consulting / Strategy,0
Textile / Garments / Fashion,Telecom / ISP,0
Textile / Garments / Fashion,Cement / Building Material,0
Textile / Garments / Fashion,Chemical / Plastic / Rubber / Glass,0
Textile / Garments / Fashion,Gems / Jewellery,0
Textile / Garments / Fashion,Travel / Tourism,0
Textile / Garments / Fashion,Aviation / Airline,0
Textile / Garments / Fashion,Consumer Durables / Electronics,0
Textile / Garments / Fashion,IT - Hardware / Networking,0
Textile / Garments / Fashion,Environment / Waste Management,0
Textile / Garments / Fashion,Power / Energy,0
Textile / Garments / Fashion,Security / Detective Services,0
Textile / Garments / Fashion,Animation,0
Textile / Garments / Fashion,KPO / Analytics,0
Textile / Garments / Fashion,Media / Dotcom / Entertainment,0
Textile / Garments / Fashion,Personal Care / Beauty,0
Textile / Garments / Fashion,Agriculture / Dairy,0
Textile / Garments / Fashion,Government Department,0
Textile / Garments / Fashion,NGO / Social Work,0
Textile / Garments / Fashion,Sculpture / Craft,0
Textile / Garments / Fashion,Architecture / Interior Design,0
Textile / Garments / Fashion,Astrology,0
Textile / Garments / Fashion,Furnishings / Sanitaryware / Electricals,0
Textile / Garments / Fashion,Mining,0
Textile / Garments / Fashion,Oil & Gas / Petroleum,0
Textile / Garments / Fashion,Paint,0
Textile / Garments / Fashion,Trav,0
Textile / Garments / Fashion,Unskilled Labor / Domestic Help,0
Travel / Tourism,Travel / Tourism,0.23
Travel / Tourism,BPO / Call Center,0.22
Travel / Tourism,IT - Software,0.08
Travel / Tourism,Hotel / Restaurant,0.05
Travel / Tourism,Banking / Financial Services,0.04
Travel / Tourism,Education / Training,0.04
Travel / Tourism,Advertising / MR / PR / Events,0.03
Travel / Tourism,Manufacturing,0.03
Travel / Tourism,Fresher (No Industry),0.03
Travel / Tourism,Recruitment Services,0.03
Travel / Tourism,Internet / E-Commerce,0.03
Travel / Tourism,Quality Certification,0.03
Travel / Tourism,Aviation / Airline,0.02
Travel / Tourism,FMCG / F&B,0.01
Travel / Tourism,Pharma / Biotech,0.01
Travel / Tourism,Medical / Healthcare,0.01
Travel / Tourism,Logistics / Courier / Transportation,0.01
Travel / Tourism,Automobile / Auto Ancillaries,0.01
Travel / Tourism,Export-Import / Trading,0.01
Travel / Tourism,Consumer Durables / Electronics,0.01
Travel / Tourism,Real Estate,0.01
Travel / Tourism,KPO / Analytics,0.01
Travel / Tourism,Engineering / Construction,0.01
Travel / Tourism,Legal,0.01
Travel / Tourism,Retail,0.01
Travel / Tourism,Insurance,0
Travel / Tourism,IT - Hardware / Networking,0
Travel / Tourism,Media / Dotcom / Entertainment,0
Travel / Tourism,Telecom / ISP,0
Travel / Tourism,Textile / Garments / Fashion,0
Travel / Tourism,Chemical / Plastic / Rubber / Glass,0
Travel / Tourism,Paper / Wood,0
Travel / Tourism,Sculpture / Craft,0
Travel / Tourism,Gems / Jewellery,0
Travel / Tourism,Printing / Packaging,0
Travel / Tourism,Trav,0
Travel / Tourism,Agriculture / Dairy,0
Travel / Tourism,Metal / Iron / Steel,0
Travel / Tourism,Security / Detective Services,0
Travel / Tourism,A,0
Travel / Tourism,Architecture / Interior Design,0
Travel / Tourism,Furnishings / Sanitaryware / Electricals,0
Travel / Tourism,M,0
Travel / Tourism,Management Consulting / Strategy,0
Travel / Tourism,Environment / Waste Management,0
Travel / Tourism,Fertilizers / Pesticides,0
Travel / Tourism,Government Department,0
Travel / Tourism,Logistics / Courier / Tra,0
Travel / Tourism,Power / Energy,0
Unskilled Labor / Domestic Help,BPO / Call Center,0.2
Unskilled Labor / Domestic Help,Recruitment Services,0.11
Unskilled Labor / Domestic Help,IT - Software,0.1
Unskilled Labor / Domestic Help,Fresher (No Industry),0.09
Unskilled Labor / Domestic Help,Manufacturing,0.08
Unskilled Labor / Domestic Help,Hotel / Restaurant,0.07
Unskilled Labor / Domestic Help,Advertising / MR / PR / Events,0.04
Unskilled Labor / Domestic Help,Education / Training,0.03
Unskilled Labor / Domestic Help,Banking / Financial Services,0.02
Unskilled Labor / Domestic Help,Logistics / Courier / Transportation,0.02
Unskilled Labor / Domestic Help,Oil & Gas / Petroleum,0.02
Unskilled Labor / Domestic Help,Pharma / Biotech,0.02
Unskilled Labor / Domestic Help,Travel / Tourism,0.02
Unskilled Labor / Domestic Help,Automobile / Auto Ancillaries,0.01
Unskilled Labor / Domestic Help,Aviation / Airline,0.01
Unskilled Labor / Domestic Help,Engineering / Construction,0.01
Unskilled Labor / Domestic Help,Export-Import / Trading,0.01
Unskilled Labor / Domestic Help,Fertilizers / Pesticides,0.01
Unskilled Labor / Domestic Help,FMCG / F&B,0.01
Unskilled Labor / Domestic Help,Insurance,0.01
Unskilled Labor / Domestic Help,IT - Hardware / Networking,0.01
Unskilled Labor / Domestic Help,KPO / Analytics,0.01
Unskilled Labor / Domestic Help,Management Consulting / Strategy,0.01
Unskilled Labor / Domestic Help,Matrimony,0.01
Unskilled Labor / Domestic Help,Medical / Healthcare,0.01
Unskilled Labor / Domestic Help,Printing / Packaging,0.01
Unskilled Labor / Domestic Help,Quality Certification,0.01
Veterinary Science / Pet Care,BPO / Call Center,0.22
Veterinary Science / Pet Care,Education / Training,0.14
Veterinary Science / Pet Care,IT - Software,0.1
Veterinary Science / Pet Care,Banking / Financial Services,0.08
Veterinary Science / Pet Care,Fresher (No Industry),0.06
Veterinary Science / Pet Care,Management Consulting / Strategy,0.06
Veterinary Science / Pet Care,Medical / Healthcare,0.06
Veterinary Science / Pet Care,Insurance,0.04
Veterinary Science / Pet Care,Manufacturing,0.04
Veterinary Science / Pet Care,Pharma / Biotech,0.04
Veterinary Science / Pet Care,Veterinary Science / Pet Care,0.04
Veterinary Science / Pet Care,Advertising / MR / PR / Events,0.02
Veterinary Science / Pet Care,Automobile / Auto Ancillaries,0.02
Veterinary Science / Pet Care,FMCG / F&B,0.02
Veterinary Science / Pet Care,Internet / E-Commerce,0.02
Veterinary Science / Pet Care,Media / Dotcom / Entertainment,0.02
Veterinary Science / Pet Care,Printing / Packaging,0.02
